0,0.166875
0.033333333,0.166875
0.066666667,0.1575
0.1,0.166875
0.133333333,0.155625
0.166666667,0.1425
0.2,0.12
0.233333333,0.095625
0.266666667,0.091875
0.3,0.07125
0.333333333,0.04875
0.366666667,0.024262859
0.4,0.005907596
0.433333333,-0.015784988
0.466666667,-0.042483553
0.5,-0.055832835
0.533333333,-0.077525419
0.566666667,-0.080862739
0.6,-0.100886663
0.633333333,-0.127585227
0.666666667,-0.135928529
0.7,-0.134259868
0.733333333,-0.130922548
0.766666667,-0.132591208
0.8,-0.127585227
0.833333333,-0.114235945
0.866666667,-0.102555323
0.9,-0.0825314
0.933333333,-0.074188098
0.966666667,-0.055832835
1,-0.034140251
1.033333333,-0.015784988
1.066666667,0.004238935
1.1,0.020925538
1.133333333,0.045955443
1.166666667,0.065979366
1.2,0.072654007
1.233333333,0.08767195
1.266666667,0.097683911
1.3,0.104358553
1.333333333,0.101021232
1.366666667,0.106027213
1.4,0.106027213
1.433333333,0.101021232
1.466666667,0.102689892
1.5,0.092677931
1.533333333,0.080997309
1.566666667,0.075991328
1.6,0.065979366
1.633333333,0.054298744
1.666666667,0.03260616
1.7,0.020925538
1.733333333,0.005907596
1.766666667,-0.004104366
1.8,-0.019122309
1.833333333,-0.034140251
1.866666667,-0.039146232
1.9,-0.054164175
1.933333333,-0.050826854
1.966666667,-0.055832835
2,-0.049158194
2.033333333,-0.059170156
2.066666667,-0.059170156
2.1,-0.054164175
2.133333333,-0.057501495
2.166666667,-0.050826854
2.2,-0.044152213
2.233333333,-0.035808911
2.266666667,-0.02913427
2.3,-0.017453648
2.333333333,-0.014116328
2.366666667,-0.005773026
2.4,0.005907596
2.433333333,0.015919557
2.466666667,0.010913577
2.5,0.024262859
2.533333333,0.021470556
2.566666667,0.023188348
2.6,0.024047244
2.633333333,0.027482829
2.666666667,0.030918413
2.7,0.026623933
2.733333333,0.027482829
2.766666667,0.03177731
2.8,0.030918413
2.833333333,0.029200621
2.866666667,0.030059517
2.9,0.026623933
2.933333333,0.024047244
2.966666667,0.023188348
3,0.019752764
3.033333333,0.018893868
3.066666667,0.022329452
3.1,0.022329452
3.133333333,0.02061166
3.166666667,0.024047244
3.2,0.022329452
3.233333333,0.024047244
